old_id	author	comment	origin
836	Ben Sturm	I wonder how this touches trent. Because it completely crushes me.	Hurt
837	chuck canuck	The greatest cover in the history of music videos.	Hurt
838	seraj mehrabkhani	shout out to Rick Rubin	Hurt
839	Tea	Rest in Peace, Johnny	Hurt
840	frailty	"as someone who went from being a hobbyist video editor to a hobbyist musician, this music video is a masterpiece by the way it utilizes both. its not just the song that makes it so powerful, its the video as well, the way it cuts to videos of Johnny earlier in life over certain lyrics. People overuse the word ""haunting"" in my opinion but I cannot think of a more fitting description. it sort of stays and lingers in your mind for a while."	Hurt
841	Jim Rose	The vocals are great but something is wrong with the key in this version...it least that's the way it plays back for me Anyone else or am I losing it ?	Hurt
842	Suzanne	Love you Johnny	Hurt
843	Sephiroth Joutsen	As a hard core Nine Inch Nails fan, when this first came out, I didn't know what to think about it. Trent Reznor wrote it back in the mid 90's about his struggle with Heroin Addiction. I have grown to love this version and I understand why Trent signed over the rights of the song to Johnny Cash and his family.	Hurt
844	Jim Grant	IMO this is one of the greatest, arguably the greatest, music videos ever recorded. This is a true masterwork by Mark Romanek and Rick Ruben. Stunning.	Hurt
845	iTz Olie	What an incredible thing music is... for a cover of a song to convey a completely different meaning is just unbelievable. Thank whoever you need to that we have music because, I guarantee you, we wouldn’t be here without it.	Hurt
846	Flow Euphoria	It hurts to relate to this as much today as it did 12 years ago	Hurt
847	Jordan Garner	This song came on in the car on the night of my first date with my girlfriend who passed away by suicide recently. I still vividly remember her asking me the name of it and how she really liked it. So every time I listen to this song I think of her very deeply and my own hurt.	Hurt
848	Mr. Middleton	2:25 This song changed a lot for me, I see it as more than a cover which I’m sure a lot of people see it the same way. It’s a matter of realisation and regret and coming to terms with what you’ve done and accomplished in life, I’m not old to where I can reminisce, but I’m old enough to know life is limited and will end eventually. I hope everyone who watches this music video and sees this comment has an amazing life as I may not meet you, but you all deserve amazing opportunities and outcomes. Be yourself and be happy	Hurt
849	magnolia Nunn	Love him....💕	Hurt
850	Sunshine Moon	Listen to Johnny Cash's sings before he had passed you can have my empire but you have dirt meaning he was I can relate leeches people just wanting everybody it's anyway I don't have to explain myself those who are older maybe we'll understand those	Hurt
851	garyryan52	I was raised in the 50 and 60s and loved Cash. My son was a Nine Inch Nails fan and when this video came out I explained a what the images were of. He looked at me and said this is the greatest video ever made. I told him it just told a story and that's what most Cash songs did.	Hurt
852	morgan catherwood	Not a dry eye in the house	Hurt
853	Z's Axe Shed	"God this song makes me ""hurt"""	Hurt
854	Brandon Hardaker	Amazing song	Hurt
855	Renate R	Everybody I know goes away in the end ........... hurt ......... no one will ever describe it better...... hurt	Hurt
856	Mega Millions Mike	This one's for my Pappaw 👑	Hurt
858	Everlade	I wish he was still here	Hurt
859	Fohibnus	I cannot watch this video without crying and sobbing the whole time no matter how many times I come back here to see it.	Hurt
861	Dwight Dow	What a voice 💝💖💗💓🩷💕❣️💟💌❤️‍🩹❤🙏😇	Hurt
862	NSC Wrestling Podcast	Anybody else cry? No? Just me?	Hurt
864	no one	“everyone l i kmow goes away in the end “❤️‍🔥	Hurt
865	ronald Rönnspieß	🙏🙏🙏 we love you.......... ever......👋	Hurt
866	gazal36	Rip	Hurt
867	Marie cecile Lassere	Adieu poor great songer ...you have one True story of countryman ...with respect and ļove forr you and family RIP 🙏🏻🙏🏻🙏🏻❤️❤️❤️😭😭😭	Hurt
870	Joey Kinney	Everyone I know goes away in the end. 😢	Hurt
871	Kyōko Kodoku	I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears a hole The old familiar sting Try to kill it all away But I remember everything What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt I wear this crown of thorns Upon my liar's chair Full of broken thoughts I cannot repair Beneath the stains of time The feelings disappear You are someone else I'm still right here What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt If I could start again A million miles away I would keep myself I would find a way	Hurt
872	MrTwenty20video	Thank you Nine Inch Nails. You did Johnny a solid. You gave him a vessel. ❤	Hurt
874	DominicSH97	This song is my depression healer 😢	Hurt
875	Tomas Danielsson	Tack	Hurt
876	Jeca1789	When a man sings his song.	Hurt
877	bill Goodwin	Sorry to here that , I broke my BK 2 time 9 BK surgery leagly died 8 times my Buddy's left me in the desert for 9 hours	Hurt
878	chaztech	jonny was a artist for sure!	Hurt
879	Borina Calzetta	Cash deep Song , Great artist, God bless you	Hurt
880	Penmaenmawr Defiant	The greatest pop video ever	Hurt
881	Mehdi Chorfi	A great song from a great man	Hurt
882	soulmaniac	Johnny, we love you!	Hurt
884	Shane	..and so, it is Written, just as E= MC², this thing Noel Scum f'ears actually is part of what the Kreatori Destoy R is, ALL of THAT is The Foundations of the Knowledge of Good and Evil. This I know so well as I have experienced the presence of The lord for the last years ago way to this point I'm attempting to make, as Johnny Cash waits, and he shall start playing his song, WRITTEN for The Creator of ALL THINGS. I am being used as a governor, of sorts, perhaps a point of origin, a .P'eon, a .beacon, a ¡'eacon,, a qeacon, something embedded into a two dimensional substrate that receives and sends information. It can also be usedas an adjustment monitor and this is exactly what is taking place while I am listening to music on my smartphone.. my emotions are being monitored and by carefully analyzing my state of being to that state of being of the smartphone, in exact t times and in this Space my state of being is dialed in with exact precision. The state of being of one human, IS USED, as a Transmission T'owe R. u u u urin. I am P. I AM T. I AM R. I M. It IS ALL DONE. I AM Chosen. B'lessed. IsohioioIowa. Hello Sue. My name is Andrea. How du u du🕺	Hurt
885	Frederick Coppenhagen	this song has gotten me through so much in my life. Just a reminder that even when you feel empty and alone, you go through hell just to make others feel love when you don't.	Hurt
886	Mike Ruzza	The first few notes give me tears. This song belongs to Johnny Cash now. Nine Inch Nails knows Johnny took it from them. Johnny was, and is the greatest sort of troubadore made in the U.S.A. Let's rename Tennesee johnny cash!!	Hurt
887	Paul Beaney	It scares me to get old. Not death, that's just time and time is both a friend and an enemy. What scares me is having the wisdom to look back on my life and judge myself. It scares me to have the foresight to close the piano and rest.	Hurt
888	Braden Harris	So interesting singing this song meant something SO different to Trent and Johnny at their different ages. Amazing connection.	Hurt
890	Pill Cosby	😢 i get emotional listening to this everytime	Hurt
891	Kwazi Rich	Wow, what a Powerful song.	Hurt
892	Nikki	Love love love this ♡	Hurt
893	Davide Bertoletti	The video really enhances the power of both the music and the lyrics. Very well conceived.	Hurt
894	Carmen Bayliss	"The NIN original is, certainly, ultra-fab, but Cash's rendition moves me more because it's more stripped-down. Plus, he's always been ""a God"" in my musical world."	Hurt
895	David Garris	🐾🐕🐶. Can't say anything	Hurt
896	D B	Wow.😔	Hurt
897	bobsuruncle	"If anyone has an empire of dirt to show for the years of ""prospecting"" for gold and riches and fame, of finding it... Johnny Cash is one of them... and he left us a legacy... not because of riches or fame, but because he was true to his giftings...and I suppose, true to the giver of those gifts... Not a perfect man... but he who is?"	Hurt
898	Maghen Shaw	This is painful n beautiful	Hurt
899	Kirsten Ornelas	Never loved a remake the way I love this. So much emotion and feeling there and his legacy is perfect with the lyrics.	Hurt
900	CodenameJulia	I’m noticing a lot of very recent comments on this video (as of 12/26/2022). So many of you have suffered. So many of you are in pain. And I understand that, so deeply - I carry a lot of hurt and healing wounds too. Random internet people, I’m so glad you’re all still here. I’m so glad you’re all still breathing, trying, grieving, loving. We may all be strangers, but we’re still here. Whoever you are, whatever you’re going through, I love you, and I’m so glad you’re still here. Please don’t go away.	Hurt
901	Simple man	God Bless You, My Friend !!!	Hurt
902	Katarzyna Allen	When the man comes	Hurt
903	mmigliaccio2011	som top - top man	Hurt
904	wolverineiscool	The stains of time...that's my favourite line of the whole masterpiece of this song! This song hits hard, its so poetic and legendary	Hurt
906	Jaydon 64	Rip Johnny Cash king of Country music	Hurt
